origen,destino,year,num_migrantes
Western Asia,"Less developed regions, excluding least developed countries",2015,13346386
Eastern Europe,"Less developed regions, excluding least developed countries",2015,5526432
Northern Europe,"Less developed regions, excluding least developed countries",2015,441002
Southern Europe,"Less developed regions, excluding least developed countries",2015,1198894
Western Europe,"Less developed regions, excluding least developed countries",2015,1170815
Caribbean,"Less developed regions, excluding least developed countries",2015,997705
Central America,"Less developed regions, excluding least developed countries",2015,695766
South America,"Less developed regions, excluding least developed countries",2015,4618332
NORTHERN AMERICA,"Less developed regions, excluding least developed countries",2015,1633058
OCEANIA,"Less developed regions, excluding least developed countries",2015,176783
Eastern Africa,"Less developed regions, excluding China",2015,7271233
Middle Africa,"Less developed regions, excluding China",2015,2882061
Northern Africa,"Less developed regions, excluding China",2015,4876280
Southern Africa,"Less developed regions, excluding China",2015,436466
Western Africa,"Less developed regions, excluding China",2015,6936088
Central Asia,"Less developed regions, excluding China",2015,629661
Eastern Asia,"Less developed regions, excluding China",2015,2462074
South-Eastern Asia,"Less developed regions, excluding China",2015,11732455
Southern Asia,"Less developed regions, excluding China",2015,29369892
Western Asia,"Less developed regions, excluding China",2015,13418762
Eastern Europe,"Less developed regions, excluding China",2015,5525246
Northern Europe,"Less developed regions, excluding China",2015,469862
Southern Europe,"Less developed regions, excluding China",2015,1215617
Western Europe,"Less developed regions, excluding China",2015,1214665
Caribbean,"Less developed regions, excluding China",2015,1011870
Central America,"Less developed regions, excluding China",2015,696736
South America,"Less developed regions, excluding China",2015,4580916
NORTHERN AMERICA,"Less developed regions, excluding China",2015,1637193
OCEANIA,"Less developed regions, excluding China",2015,170350
Eastern Africa,Least developed countries,2015,3949509
Middle Africa,Least developed countries,2015,1827503
Northern Africa,Least developed countries,2015,1122626
Southern Africa,Least developed countries,2015,52334
Western Africa,Least developed countries,2015,2619095
Central Asia,Least developed countries,2015,17614
Eastern Asia,Least developed countries,2015,262422
South-Eastern Asia,Least developed countries,2015,852588
Southern Asia,Least developed countries,2015,925169
Western Asia,Least developed countries,2015,72376
Eastern Europe,Least developed countries,2015,1014
Northern Europe,Least developed countries,2015,53729
Southern Europe,Least developed countries,2015,19835
Western Europe,Least developed countries,2015,49766
Caribbean,Least developed countries,2015,14165
Central America,Least developed countries,2015,970
South America,Least developed countries,2015,25152
NORTHERN AMERICA,Least developed countries,2015,57307
OCEANIA,Least developed countries,2015,8640
Eastern Africa,Land-locked Developing Countries (LLDC),2015,2585516
Middle Africa,Land-locked Developing Countries (LLDC),2015,1051277
Northern Africa,Land-locked Developing Countries (LLDC),2015,1022996
Southern Africa,Land-locked Developing Countries (LLDC),2015,58278
Western Africa,Land-locked Developing Countries (LLDC),2015,1233190
Central Asia,Land-locked Developing Countries (LLDC),2015,521034
Eastern Asia,Land-locked Developing Countries (LLDC),2015,167393
South-Eastern Asia,Land-locked Developing Countries (LLDC),2015,30560
Southern Asia,Land-locked Developing Countries (LLDC),2015,836969
Western Asia,Land-locked Developing Countries (LLDC),2015,530671
Eastern Europe,Land-locked Developing Countries (LLDC),2015,4427626
Northern Europe,Land-locked Developing Countries (LLDC),2015,32557
Southern Europe,Land-locked Developing Countries (LLDC),2015,131559
Western Europe,Land-locked Developing Countries (LLDC),2015,39941
Caribbean,Land-locked Developing Countries (LLDC),2015,5164
Central America,Land-locked Developing Countries (LLDC),2015,12907
South America,Land-locked Developing Countries (LLDC),2015,232793
NORTHERN AMERICA,Land-locked Developing Countries (LLDC),2015,17283
OCEANIA,Land-locked Developing Countries (LLDC),2015,2323
Eastern Africa,Small island developing States (SIDS),2015,20743
Middle Africa,Small island developing States (SIDS),2015,3470
Northern Africa,Small island developing States (SIDS),2015,87894
Southern Africa,Small island developing States (SIDS),2015,1332
Western Africa,Small island developing States (SIDS),2015,31959
Central Asia,Small island developing States (SIDS),2015,10
Eastern Asia,Small island developing States (SIDS),2015,544816
South-Eastern Asia,Small island developing States (SIDS),2015,1455141
Southern Asia,Small island developing States (SIDS),2015,917910
Western Asia,Small island developing States (SIDS),2015,60682
Eastern Europe,Small island developing States (SIDS),2015,3008
Northern Europe,Small island developing States (SIDS),2015,31497
Southern Europe,Small island developing States (SIDS),2015,25595
Western Europe,Small island developing States (SIDS),2015,209853
Caribbean,Small island developing States (SIDS),2015,841699
Central America,Small island developing States (SIDS),2015,59937
South America,Small island developing States (SIDS),2015,115052
NORTHERN AMERICA,Small island developing States (SIDS),2015,305238
OCEANIA,Small island developing States (SIDS),2015,102476
Eastern Africa,High-income countries,2015,2844081
Middle Africa,High-income countries,2015,940982
Northern Africa,High-income countries,2015,9217559
Southern Africa,High-income countries,2015,711599
Western Africa,High-income countries,2015,2513935
Central Asia,High-income countries,2015,1306417
Eastern Asia,High-income countries,2015,12865906
South-Eastern Asia,High-income countries,2015,14002750
Southern Asia,High-income countries,2015,25806333
Western Asia,High-income countries,2015,9011999
Eastern Europe,High-income countries,2015,14672136
Northern Europe,High-income countries,2015,6659211
Southern Europe,High-income countries,2015,9901505
Western Europe,High-income countries,2015,7225454
Caribbean,High-income countries,2015,7462258
Central America,High-income countries,2015,15643964
South America,High-income countries,2015,7825301
NORTHERN AMERICA,High-income countries,2015,2804783
OCEANIA,High-income countries,2015,1638467
Eastern Africa,Middle-income countries,2015,3326876
Middle Africa,Middle-income countries,2015,1287491
Northern Africa,Middle-income countries,2015,612612
Southern Africa,Middle-income countries,2015,382346
Western Africa,Middle-income countries,2015,4958088
Central Asia,Middle-income countries,2015,6083876
Eastern Asia,Middle-income countries,2015,1502623
South-Eastern Asia,Middle-income countries,2015,6777045
Southern Asia,Middle-income countries,2015,12944420
Western Asia,Middle-income countries,2015,11875672
Eastern Europe,Middle-income countries,2015,13912543
Northern Europe,Middle-income countries,2015,649495
Southern Europe,Middle-income countries,2015,2129896
Western Europe,Middle-income countries,2015,914376
Caribbean,Middle-income countries,2015,590912
Central America,Middle-income countries,2015,646288
South America,Middle-income countries,2015,3887042
NORTHERN AMERICA,Middle-income countries,2015,1199222
OCEANIA,Middle-income countries,2015,105359
Eastern Africa,Upper-middle-income countries,2015,1526203
Middle Africa,Upper-middle-income countries,2015,370648
Northern Africa,Upper-middle-income countries,2015,282462
Southern Africa,Upper-middle-income countries,2015,328854
Western Africa,Upper-middle-income countries,2015,272945
Central Asia,Upper-middle-income countries,2015,5501211
Eastern Asia,Upper-middle-income countries,2015,1035674
South-Eastern Asia,Upper-middle-income countries,2015,5726087
Southern Asia,Upper-middle-income countries,2015,4263463
Western Asia,Upper-middle-income countries,2015,10988269
Eastern Europe,Upper-middle-income countries,2015,8948087
Northern Europe,Upper-middle-income countries,2015,497443
Southern Europe,Upper-middle-income countries,2015,2076338
Western Europe,Upper-middle-income countries,2015,788020
Caribbean,Upper-middle-income countries,2015,585155
Central America,Upper-middle-income countries,2015,549706
South America,Upper-middle-income countries,2015,3768969
NORTHERN AMERICA,Upper-middle-income countries,2015,1016530
OCEANIA,Upper-middle-income countries,2015,74667
Eastern Africa,Lower-middle-income countries,2015,1800673
Middle Africa,Lower-middle-income countries,2015,916843
Northern Africa,Lower-middle-income countries,2015,330150
Southern Africa,Lower-middle-income countries,2015,53492
Western Africa,Lower-middle-income countries,2015,4685143
Central Asia,Lower-middle-income countries,2015,582665
Eastern Asia,Lower-middle-income countries,2015,466949
South-Eastern Asia,Lower-middle-income countries,2015,1050958
Southern Asia,Lower-middle-income countries,2015,8680957
Western Asia,Lower-middle-income countries,2015,887403
Eastern Europe,Lower-middle-income countries,2015,4964456
Northern Europe,Lower-middle-income countries,2015,152052
Southern Europe,Lower-middle-income countries,2015,53558
Western Europe,Lower-middle-income countries,2015,126356
Caribbean,Lower-middle-income countries,2015,5757
Central America,Lower-middle-income countries,2015,96582
South America,Lower-middle-income countries,2015,118073
NORTHERN AMERICA,Lower-middle-income countries,2015,182692
OCEANIA,Lower-middle-income countries,2015,30692
Eastern Africa,Low-income countries,2015,3552492
Middle Africa,Low-income countries,2015,1588517
Northern Africa,Low-income countries,2015,1083882
Southern Africa,Low-income countries,2015,35940
Western Africa,Low-income countries,2015,1949013
Central Asia,Low-income countries,2015,37739
Eastern Asia,Low-income countries,2015,47555
South-Eastern Asia,Low-income countries,2015,7220
Southern Asia,Low-income countries,2015,302161
Western Asia,Low-income countries,2015,802947
Eastern Europe,Low-income countries,2015,237936
Northern Europe,Low-income countries,2015,4154
Southern Europe,Low-income countries,2015,12833
Western Europe,Low-income countries,2015,31173
Caribbean,Low-income countries,2015,14158
Central America,Low-income countries,2015,970
South America,Low-income countries,2015,12594
NORTHERN AMERICA,Low-income countries,2015,8758
OCEANIA,Low-income countries,2015,2140
Eastern Africa,Developed regions,2020,3082132
Middle Africa,Developed regions,2020,1095017
Northern Africa,Developed regions,2020,6778192
Southern Africa,Developed regions,2020,818376
Western Africa,Developed regions,2020,3111790
Central Asia,Developed regions,2020,7182034
Eastern Asia,Developed regions,2020,9017654
South-Eastern Asia,Developed regions,2020,9242662
Southern Asia,Developed regions,2020,11382542
Western Asia,Developed regions,2020,9960382
Eastern Europe,Developed regions,2020,26322046
Northern Europe,Developed regions,2020,7342483
Southern Europe,Developed regions,2020,12661572
Western Europe,Developed regions,2020,7767497
Caribbean,Developed regions,2020,7723732
Central America,Developed regions,2020,15365881
South America,Developed regions,2020,8311665
NORTHERN AMERICA,Developed regions,2020,2485082
OCEANIA,Developed regions,2020,1772336
Eastern Africa,Less developed regions,2020,8945157
Middle Africa,Less developed regions,2020,3325645
Northern Africa,Less developed regions,2020,5504433
Southern Africa,Less developed regions,2020,460059
Western Africa,Less developed regions,2020,7446362
Central Asia,Less developed regions,2020,653470
Eastern Asia,Less developed regions,2020,5802350
South-Eastern Asia,Less developed regions,2020,14338074
Southern Asia,Less developed regions,2020,32011503
Western Asia,Less developed regions,2020,15320813
Eastern Europe,Less developed regions,2020,5872306
Northern Europe,Less developed regions,2020,542297
Southern Europe,Less developed regions,2020,1355539
Western Europe,Less developed regions,2020,1409923
Caribbean,Less developed regions,2020,1355040
Central America,Less developed regions,2020,833093
South America,Less developed regions,2020,9301070
NORTHERN AMERICA,Less developed regions,2020,1842876
OCEANIA,Less developed regions,2020,197869
Eastern Africa,"Less developed regions, excluding least developed countries",2020,3395068
Middle Africa,"Less developed regions, excluding least developed countries",2020,1143000
Northern Africa,"Less developed regions, excluding least developed countries",2020,4294021
Southern Africa,"Less developed regions, excluding least developed countries",2020,404360
Western Africa,"Less developed regions, excluding least developed countries",2020,4594614
Central Asia,"Less developed regions, excluding least developed countries",2020,646683
Eastern Asia,"Less developed regions, excluding least developed countries",2020,5539720
South-Eastern Asia,"Less developed regions, excluding least developed countries",2020,12818286
Southern Asia,"Less developed regions, excluding least developed countries",2020,31269401
Western Asia,"Less developed regions, excluding least developed countries",2020,15240166
Eastern Europe,"Less developed regions, excluding least developed countries",2020,5871248
Northern Europe,"Less developed regions, excluding least developed countries",2020,489606
Southern Europe,"Less developed regions, excluding least developed countries",2020,1335811
Western Europe,"Less developed regions, excluding least developed countries",2020,1356906
Caribbean,"Less developed regions, excluding least developed countries",2020,1340417
Central America,"Less developed regions, excluding least developed countries",2020,832125
South America,"Less developed regions, excluding least developed countries",2020,9275730
NORTHERN AMERICA,"Less developed regions, excluding least developed countries",2020,1786114
OCEANIA,"Less developed regions, excluding least developed countries",2020,188896
Eastern Africa,"Less developed regions, excluding China",2020,8945157
Middle Africa,"Less developed regions, excluding China",2020,3325645
Northern Africa,"Less developed regions, excluding China",2020,5504433
Southern Africa,"Less developed regions, excluding China",2020,460059
Western Africa,"Less developed regions, excluding China",2020,7446362
Central Asia,"Less developed regions, excluding China",2020,653470
Eastern Asia,"Less developed regions, excluding China",2020,2597969
South-Eastern Asia,"Less developed regions, excluding China",2020,13577977
Southern Asia,"Less developed regions, excluding China",2020,31956119
Western Asia,"Less developed regions, excluding China",2020,15320813
Eastern Europe,"Less developed regions, excluding China",2020,5869919
Northern Europe,"Less developed regions, excluding China",2020,516076
Southern Europe,"Less developed regions, excluding China",2020,1352238
Western Europe,"Less developed regions, excluding China",2020,1403756
Caribbean,"Less developed regions, excluding China",2020,1355040
Central America,"Less developed regions, excluding China",2020,833093
South America,"Less developed regions, excluding China",2020,9233013
NORTHERN AMERICA,"Less developed regions, excluding China",2020,1786298
OCEANIA,"Less developed regions, excluding China",2020,181986
Eastern Africa,Least developed countries,2020,5550089
Middle Africa,Least developed countries,2020,2182645
Northern Africa,Least developed countries,2020,1210412
Southern Africa,Least developed countries,2020,55699
Western Africa,Least developed countries,2020,2851748
Central Asia,Least developed countries,2020,6787
Eastern Asia,Least developed countries,2020,262630
South-Eastern Asia,Least developed countries,2020,1519788
Southern Asia,Least developed countries,2020,742102
Western Asia,Least developed countries,2020,80647
Eastern Europe,Least developed countries,2020,1058
Northern Europe,Least developed countries,2020,52691
Southern Europe,Least developed countries,2020,19728
Western Europe,Least developed countries,2020,53017
Caribbean,Least developed countries,2020,14623
Central America,Least developed countries,2020,968
South America,Least developed countries,2020,25340
NORTHERN AMERICA,Least developed countries,2020,56762
OCEANIA,Least developed countries,2020,8973
Eastern Africa,Land-locked Developing Countries (LLDC),2020,3354850
Middle Africa,Land-locked Developing Countries (LLDC),2020,1269379
Northern Africa,Land-locked Developing Countries (LLDC),2020,1101760
Southern Africa,Land-locked Developing Countries (LLDC),2020,61692
Western Africa,Land-locked Developing Countries (LLDC),2020,1411961
Central Asia,Land-locked Developing Countries (LLDC),2020,523493
Eastern Asia,Land-locked Developing Countries (LLDC),2020,175988
South-Eastern Asia,Land-locked Developing Countries (LLDC),2020,32794
Southern Asia,Land-locked Developing Countries (LLDC),2020,654621
Western Asia,Land-locked Developing Countries (LLDC),2020,527723
Eastern Europe,Land-locked Developing Countries (LLDC),2020,4558639
Northern Europe,Land-locked Developing Countries (LLDC),2020,33756
Southern Europe,Land-locked Developing Countries (LLDC),2020,134243
Western Europe,Land-locked Developing Countries (LLDC),2020,42480
Caribbean,Land-locked Developing Countries (LLDC),2020,5890
Central America,Land-locked Developing Countries (LLDC),2020,14312
South America,Land-locked Developing Countries (LLDC),2020,260162
NORTHERN AMERICA,Land-locked Developing Countries (LLDC),2020,19110
OCEANIA,Land-locked Developing Countries (LLDC),2020,2611
Eastern Africa,Small island developing States (SIDS),2020,22062
Middle Africa,Small island developing States (SIDS),2020,3622
Northern Africa,Small island developing States (SIDS),2020,113112
Southern Africa,Small island developing States (SIDS),2020,1405
Western Africa,Small island developing States (SIDS),2020,28199
Central Asia,Small island developing States (SIDS),2020,10
Eastern Asia,Small island developing States (SIDS),2020,554857
South-Eastern Asia,Small island developing States (SIDS),2020,1500846
Southern Asia,Small island developing States (SIDS),2020,1067263
Western Asia,Small island developing States (SIDS),2020,77862
Eastern Europe,Small island developing States (SIDS),2020,2734
Northern Europe,Small island developing States (SIDS),2020,33146
Southern Europe,Small island developing States (SIDS),2020,26427
Western Europe,Small island developing States (SIDS),2020,214278
Caribbean,Small island developing States (SIDS),2020,868835
Central America,Small island developing States (SIDS),2020,64703
South America,Small island developing States (SIDS),2020,223995
NORTHERN AMERICA,Small island developing States (SIDS),2020,305653
OCEANIA,Small island developing States (SIDS),2020,105179
Eastern Africa,High-income countries,2020,3414902
Middle Africa,High-income countries,2020,1103589
Northern Africa,High-income countries,2020,10434689
Southern Africa,High-income countries,2020,837126
Western Africa,High-income countries,2020,3138680
Central Asia,High-income countries,2020,1696981
Eastern Asia,High-income countries,2020,13177667
South-Eastern Asia,High-income countries,2020,15840754
Southern Asia,High-income countries,2020,30613445
Western Asia,High-income countries,2020,11208180
Eastern Europe,High-income countries,2020,17626463
Northern Europe,High-income countries,2020,7187799
Southern Europe,High-income countries,2020,11722099
Western Europe,High-income countries,2020,7805258
Caribbean,High-income countries,2020,8323845
Central America,High-income countries,2020,15426093
South America,High-income countries,2020,9965039
NORTHERN AMERICA,High-income countries,2020,2992298
OCEANIA,High-income countries,2020,1850956
Eastern Africa,Middle-income countries,2020,3393242
Middle Africa,Middle-income countries,2020,1430229
Northern Africa,Middle-income countries,2020,678733
Southern Africa,Middle-income countries,2020,405004
Western Africa,Middle-income countries,2020,5291037
Central Asia,Middle-income countries,2020,6111536
Eastern Asia,Middle-income countries,2020,1590681
South-Eastern Asia,Middle-income countries,2020,7731484
Southern Asia,Middle-income countries,2020,12644159
Western Asia,Middle-income countries,2020,13229507
Eastern Europe,Middle-income countries,2020,14329066
Northern Europe,Middle-income countries,2020,690709
Southern Europe,Middle-income countries,2020,2280608
Western Europe,Middle-income countries,2020,1106008
Caribbean,Middle-income countries,2020,669410
Central America,Middle-income countries,2020,771913
South America,Middle-income countries,2020,7573793
NORTHERN AMERICA,Middle-income countries,2020,1324959
OCEANIA,Middle-income countries,2020,111255
Eastern Africa,Upper-middle-income countries,2020,1564151
Middle Africa,Upper-middle-income countries,2020,383173
Northern Africa,Upper-middle-income countries,2020,310599
Southern Africa,Upper-middle-income countries,2020,347176
Western Africa,Upper-middle-income countries,2020,290422
Central Asia,Upper-middle-income countries,2020,5520986
Eastern Asia,Upper-middle-income countries,2020,1120415
South-Eastern Asia,Upper-middle-income countries,2020,6014999
Southern Asia,Upper-middle-income countries,2020,4497009
Western Asia,Upper-middle-income countries,2020,12256067
Eastern Europe,Upper-middle-income countries,2020,9312943
Northern Europe,Upper-middle-income countries,2020,536174
Southern Europe,Upper-middle-income countries,2020,2222654
Western Europe,Upper-middle-income countries,2020,967955
Caribbean,Upper-middle-income countries,2020,663344
Central America,Upper-middle-income countries,2020,671416
South America,Upper-middle-income countries,2020,7440022
NORTHERN AMERICA,Upper-middle-income countries,2020,1138072
OCEANIA,Upper-middle-income countries,2020,79980
Eastern Africa,Lower-middle-income countries,2020,1829091
Middle Africa,Lower-middle-income countries,2020,1047056
Northern Africa,Lower-middle-income countries,2020,368134
Southern Africa,Lower-middle-income countries,2020,57828
Western Africa,Lower-middle-income countries,2020,5000615
Central Asia,Lower-middle-income countries,2020,590550
Eastern Asia,Lower-middle-income countries,2020,470266
South-Eastern Asia,Lower-middle-income countries,2020,1716485
Southern Asia,Lower-middle-income countries,2020,8147150
Western Asia,Lower-middle-income countries,2020,973440
Eastern Europe,Lower-middle-income countries,2020,5016123
Northern Europe,Lower-middle-income countries,2020,154535
Southern Europe,Lower-middle-income countries,2020,57954
Western Europe,Lower-middle-income countries,2020,138053
Caribbean,Lower-middle-income countries,2020,6066
Central America,Lower-middle-income countries,2020,100497
South America,Lower-middle-income countries,2020,133771
NORTHERN AMERICA,Lower-middle-income countries,2020,186887
OCEANIA,Lower-middle-income countries,2020,31275
Eastern Africa,Low-income countries,2020,5091593
Middle Africa,Low-income countries,2020,1886844
Northern Africa,Low-income countries,2020,1168465
Southern Africa,Low-income countries,2020,36229
Western Africa,Low-income countries,2020,2123197
Central Asia,Low-income countries,2020,26987
Eastern Asia,Low-income countries,2020,49836
South-Eastern Asia,Low-income countries,2020,7543
Southern Asia,Low-income countries,2020,136260
Western Asia,Low-income countries,2020,842835
Eastern Europe,Low-income countries,2020,238823
Northern Europe,Low-income countries,2020,3709
Southern Europe,Low-income countries,2020,13376
Western Europe,Low-income countries,2020,33798
Caribbean,Low-income countries,2020,14616
Central America,Low-income countries,2020,968
South America,Low-income countries,2020,13108
NORTHERN AMERICA,Low-income countries,2020,8811
OCEANIA,Low-income countries,2020,2200
