origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes,genero
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,1995,6196,male
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,1995,34028,male
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,1995,72042,male
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,1995,308718,male
Eastern Africa,39.0,-6.5,Eastern Africa,39.0,-6.5,2000,1596133,male
Middle Africa,17.0,1.0,Eastern Africa,39.0,-6.5,2000,377536,male
Northern Africa,18.0,28.0,Eastern Africa,39.0,-6.5,2000,211249,male
Southern Africa,24.0,-29.0,Eastern Africa,39.0,-6.5,2000,26905,male
Western Africa,-2.0,16.0,Eastern Africa,39.0,-6.5,2000,4364,male
Central Asia,63.0,48.0,Eastern Africa,39.0,-6.5,2000,0,male
Eastern Asia,116.0,39.0,Eastern Africa,39.0,-6.5,2000,2574,male
South-Eastern Asia,108.0,4.0,Eastern Africa,39.0,-6.5,2000,448,male
Southern Asia,78.0,23.0,Eastern Africa,39.0,-6.5,2000,16943,male
Western Asia,40.0,33.0,Eastern Africa,39.0,-6.5,2000,195,male
Eastern Europe,30.0,50.0,Eastern Africa,39.0,-6.5,2000,136,male
Northern Europe,15.0,60.0,Eastern Africa,39.0,-6.5,2000,16481,male
Southern Europe,15.0,41.0,Eastern Africa,39.0,-6.5,2000,2527,male
Western Europe,2.0,48.0,Eastern Africa,39.0,-6.5,2000,44962,male
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,2000,34,male
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,2000,0,male
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,2000,0,male
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,2000,1701,male
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,2000,72,male
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,2000,137279,male
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,2000,426520,male
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,2000,40508,male
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,2000,1880,male
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,2000,155418,male
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,2000,0,male
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,2000,668,male
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,2000,0,male
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,2000,0,male
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,2000,1258,male
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,2000,544,male
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,2000,17,male
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,2000,5190,male
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,2000,22063,male
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,2000,65,male
Central America,-86.0,15.0,Middle Africa,17.0,1.0,2000,0,male
South America,-60.0,-10.0,Middle Africa,17.0,1.0,2000,0,male
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,2000,1145,male
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,2000,8,male
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,2000,377113,male
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,2000,55249,male
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,2000,150770,male
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,2000,463,male
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,2000,22330,male
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,2000,1454,male
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,2000,4146,male
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,2000,21290,male
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,2000,7742,male
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,2000,321703,male
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,2000,6831,male
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,2000,6534,male
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,2000,9682,male
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,2000,23635,male
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,2000,8,male
Central America,-86.0,15.0,Northern Africa,18.0,28.0,2000,382,male
South America,-60.0,-10.0,Northern Africa,18.0,28.0,2000,296,male
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,2000,9515,male
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,2000,576,male
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,2000,330069,male
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,2000,54210,male
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,2000,2884,male
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,2000,139051,male
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,2000,10935,male
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,2000,0,male
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,2000,11220,male
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,2000,1212,male
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,2000,17033,male
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,2000,3233,male
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,2000,6299,male
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,2000,67397,male
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,2000,20794,male
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,2000,28940,male
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,2000,1080,male
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,2000,115,male
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,2000,1888,male
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,2000,5407,male
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,2000,2501,male
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,2000,970,male
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,2000,23525,male
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,2000,8243,male
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,2000,50,male
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,2000,2575136,male
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,2000,0,male
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,2000,1063,male
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,2000,22,male
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,2000,1010,male
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,2000,5510,male
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,2000,669,male
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,2000,2001,male
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,2000,1793,male
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,2000,10241,male
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,2000,120,male
Central America,-86.0,15.0,Western Africa,-2.0,16.0,2000,4,male
South America,-60.0,-10.0,Western Africa,-2.0,16.0,2000,573,male
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,2000,3387,male
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,2000,6,male
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,2000,14,male
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,2000,0,male
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,2000,63,male
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,2000,0,male
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,2000,13,male
Central Asia,63.0,48.0,Central Asia,63.0,48.0,2000,200702,male
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,2000,35381,male
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,2000,129,male
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,2000,10619,male
Western Asia,40.0,33.0,Central Asia,63.0,48.0,2000,74873,male
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,2000,1857512,male
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,2000,6017,male
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,2000,0,male
Western Europe,2.0,48.0,Central Asia,63.0,48.0,2000,7049,male
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,2000,13,male
Central America,-86.0,15.0,Central Asia,63.0,48.0,2000,0,male
South America,-60.0,-10.0,Central Asia,63.0,48.0,2000,0,male
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,2000,183,male
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,2000,56,male
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,2000,0,male
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,2000,0,male
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,2000,510,male
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,2000,200,male
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,2000,1840,male
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,2000,4503,male
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,2000,1687957,male
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,2000,357740,male
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,2000,54451,male
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,2000,82,male
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,2000,5532,male
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,2000,21992,male
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,2000,3053,male
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,2000,11122,male
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,2000,0,male
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,2000,804,male
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,2000,156270,male
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,2000,65015,male
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,2000,13660,male
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,2000,271,male
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,2000,1727,male
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,2000,3007,male
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,2000,432,male
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,2000,199,male
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,2000,0,male
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,2000,309995,male
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,2000,1741481,male
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,2000,251396,male
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,2000,8684,male
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,2000,297,male
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,2000,29586,male
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,2000,1752,male
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,2000,8058,male
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,2000,110,male
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,2000,203,male
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,2000,3452,male
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,2000,29709,male
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,2000,12290,male
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,2000,2372,male
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,2000,0,male
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,2000,50,male
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,2000,40,male
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,2000,407,male
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,2000,20140,male
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,2000,134127,male
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,2000,366736,male
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,2000,6940973,male
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,2000,139529,male
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,2000,820,male
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,2000,20936,male
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,2000,1204,male
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,2000,2063,male
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,2000,5,male
Central America,-86.0,15.0,Southern Asia,78.0,23.0,2000,0,male
South America,-60.0,-10.0,Southern Asia,78.0,23.0,2000,5520,male
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,2000,19964,male
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,2000,658,male
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,2000,138808,male
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,2000,5940,male
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,2000,1204814,male
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,2000,5939,male
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,2000,3374,male
Central Asia,63.0,48.0,Western Asia,40.0,33.0,2000,45679,male
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,2000,4396,male
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,2000,986292,male
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,2000,4233669,male
Western Asia,40.0,33.0,Western Asia,40.0,33.0,2000,2682221,male
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,2000,558774,male
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,2000,60258,male
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,2000,107739,male
Western Europe,2.0,48.0,Western Asia,40.0,33.0,2000,196910,male
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,2000,96,male
Central America,-86.0,15.0,Western Asia,40.0,33.0,2000,1026,male
South America,-60.0,-10.0,Western Asia,40.0,33.0,2000,24114,male
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,2000,54502,male
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,2000,3423,male
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,2000,2312,male
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,2000,1532,male
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,2000,7859,male
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,2000,688,male
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,2000,3107,male
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,2000,2557078,male
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,2000,65730,male
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,2000,34671,male
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,2000,31250,male
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,2000,1301668,male
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,2000,5029715,male
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,2000,215133,male
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,2000,42786,male
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,2000,176892,male
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,2000,2360,male
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,2000,589,male
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,2000,3977,male
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,2000,14123,male
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,2000,2189,male
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,2000,225666,male
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,2000,13419,male
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,2000,59501,male
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,2000,71526,male
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,2000,97822,male
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,2000,15517,male
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,2000,151599,male
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,2000,108752,male
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,2000,615462,male
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,2000,248702,male
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,2000,458285,male
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,2000,643703,male
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,2000,223638,male
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,2000,260073,male
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,2000,111487,male
Central America,-86.0,15.0,Northern Europe,15.0,60.0,2000,7423,male
South America,-60.0,-10.0,Northern Europe,15.0,60.0,2000,68314,male
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,2000,146530,male
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,2000,83551,male
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,2000,53561,male
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,2000,105377,male
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,2000,453284,male
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,2000,9092,male
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,2000,147580,male
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,2000,14558,male
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,2000,48392,male
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,2000,42312,male
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,2000,123016,male
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,2000,127513,male
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,2000,188534,male
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,2000,110720,male
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,2000,1389355,male
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,2000,422676,male
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,2000,37701,male
Central America,-86.0,15.0,Southern Europe,15.0,41.0,2000,16256,male
South America,-60.0,-10.0,Southern Europe,15.0,41.0,2000,230585,male
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,2000,54814,male
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,2000,17524,male
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,2000,107053,male
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,2000,136705,male
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,2000,1409776,male
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,2000,13243,male
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,2000,240649,male
Central Asia,63.0,48.0,Western Europe,2.0,48.0,2000,239755,male
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,2000,129266,male
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,2000,296653,male
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,2000,334584,male
Western Asia,40.0,33.0,Western Europe,2.0,48.0,2000,1475432,male
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,2000,1396091,male
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,2000,260912,male
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,2000,2857976,male
Western Europe,2.0,48.0,Western Europe,2.0,48.0,2000,951808,male
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,2000,29904,male
Central America,-86.0,15.0,Western Europe,2.0,48.0,2000,16910,male
South America,-60.0,-10.0,Western Europe,2.0,48.0,2000,187757,male
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,2000,139538,male
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,2000,17876,male
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,2000,340,male
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,2000,67,male
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,2000,184,male
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,2000,272,male
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,2000,455,male
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,2000,4,male
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,2000,5778,male
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,2000,1129,male
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,2000,2450,male
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,2000,1622,male
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,2000,1745,male
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,2000,10743,male
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,2000,19095,male
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,2000,58459,male
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,2000,293818,male
Central America,-86.0,15.0,Caribbean,-75.0,18.0,2000,8758,male
South America,-60.0,-10.0,Caribbean,-75.0,18.0,2000,42714,male
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,2000,144395,male
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,2000,224,male
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,2000,61,male
Middle Africa,17.0,1.0,Central America,-86.0,15.0,2000,70,male
Northern Africa,18.0,28.0,Central America,-86.0,15.0,2000,427,male
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,2000,82,male
Western Africa,-2.0,16.0,Central America,-86.0,15.0,2000,146,male
Central Asia,63.0,48.0,Central America,-86.0,15.0,2000,0,male
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,2000,15476,male
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,2000,1046,male
Southern Asia,78.0,23.0,Central America,-86.0,15.0,2000,2247,male
Western Asia,40.0,33.0,Central America,-86.0,15.0,2000,3810,male
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,2000,2891,male
Northern Europe,15.0,60.0,Central America,-86.0,15.0,2000,3970,male
Southern Europe,15.0,41.0,Central America,-86.0,15.0,2000,21496,male
Western Europe,2.0,48.0,Central America,-86.0,15.0,2000,12842,male
Caribbean,-75.0,18.0,Central America,-86.0,15.0,2000,13470,male
Central America,-86.0,15.0,Central America,-86.0,15.0,2000,221229,male
South America,-60.0,-10.0,Central America,-86.0,15.0,2000,43647,male
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,2000,203484,male
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,2000,338,male
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,2000,1115,male
Middle Africa,17.0,1.0,South America,-60.0,-10.0,2000,3721,male
Northern Africa,18.0,28.0,South America,-60.0,-10.0,2000,3361,male
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,2000,251,male
Western Africa,-2.0,16.0,South America,-60.0,-10.0,2000,277,male
Central Asia,63.0,48.0,South America,-60.0,-10.0,2000,5,male
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,2000,73021,male
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,2000,1358,male
Southern Asia,78.0,23.0,South America,-60.0,-10.0,2000,1468,male
Western Asia,40.0,33.0,South America,-60.0,-10.0,2000,31903,male
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,2000,29216,male
Northern Europe,15.0,60.0,South America,-60.0,-10.0,2000,10670,male
Southern Europe,15.0,41.0,South America,-60.0,-10.0,2000,475048,male
Western Europe,2.0,48.0,South America,-60.0,-10.0,2000,66576,male
Caribbean,-75.0,18.0,South America,-60.0,-10.0,2000,33289,male
Central America,-86.0,15.0,South America,-60.0,-10.0,2000,20658,male
South America,-60.0,-10.0,South America,-60.0,-10.0,2000,1181226,male
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,2000,49475,male
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,2000,1171,male
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,2000,161296,male
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,2000,18725,male
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,2000,156009,male
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,2000,50109,male
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,2000,214384,male
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,2000,22422,male
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,2000,1755918,male
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,2000,1630255,male
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,2000,1285369,male
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,2000,466087,male
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,2000,947087,male
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,2000,838614,male
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,2000,861839,male
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,2000,744593,male
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,2000,2202625,male
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,2000,6176435,male
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,2000,992220,male
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,2000,413342,male
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,2000,95096,male
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,2000,32871,male
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,2000,524,male
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,2000,26254,male
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,2000,52894,male
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,2000,2871,male
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,2000,499,male
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,2000,181831,male
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,2000,290368,male
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,2000,127374,male
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,2000,103629,male
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,2000,84425,male
Northern Europe,15.0,60.0,OCEANIA,140.0,-25.0,2000,728270,male
Southern Europe,15.0,41.0,OCEANIA,140.0,-25.0,2000,342987,male
Western Europe,2.0,48.0,OCEANIA,140.0,-25.0,2000,181380,male
Caribbean,-75.0,18.0,OCEANIA,140.0,-25.0,2000,2961,male
