origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes,genero
Western Europe,2.0,48.0,OCEANIA,140.0,-25.0,2010,194699,male
Caribbean,-75.0,18.0,OCEANIA,140.0,-25.0,2010,5110,male
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,2010,8129,male
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,2010,50561,male
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,2010,92459,male
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,2010,464235,male
Eastern Africa,39.0,-6.5,Eastern Africa,39.0,-6.5,2015,2132347,male
Middle Africa,17.0,1.0,Eastern Africa,39.0,-6.5,2015,511047,male
Northern Africa,18.0,28.0,Eastern Africa,39.0,-6.5,2015,335870,male
Southern Africa,24.0,-29.0,Eastern Africa,39.0,-6.5,2015,32299,male
Western Africa,-2.0,16.0,Eastern Africa,39.0,-6.5,2015,8581,male
Central Asia,63.0,48.0,Eastern Africa,39.0,-6.5,2015,0,male
Eastern Asia,116.0,39.0,Eastern Africa,39.0,-6.5,2015,4029,male
South-Eastern Asia,108.0,4.0,Eastern Africa,39.0,-6.5,2015,777,male
Southern Asia,78.0,23.0,Eastern Africa,39.0,-6.5,2015,31504,male
Western Asia,40.0,33.0,Eastern Africa,39.0,-6.5,2015,6641,male
Eastern Europe,30.0,50.0,Eastern Africa,39.0,-6.5,2015,172,male
Northern Europe,15.0,60.0,Eastern Africa,39.0,-6.5,2015,9698,male
Southern Europe,15.0,41.0,Eastern Africa,39.0,-6.5,2015,3658,male
Western Europe,2.0,48.0,Eastern Africa,39.0,-6.5,2015,59367,male
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,2015,34,male
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,2015,0,male
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,2015,0,male
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,2015,1969,male
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,2015,146,male
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,2015,171636,male
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,2015,733385,male
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,2015,158642,male
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,2015,3196,male
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,2015,270861,male
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,2015,0,male
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,2015,1326,male
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,2015,0,male
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,2015,0,male
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,2015,2463,male
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,2015,1092,male
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,2015,149,male
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,2015,5052,male
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,2015,25727,male
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,2015,167,male
Central America,-86.0,15.0,Middle Africa,17.0,1.0,2015,0,male
South America,-60.0,-10.0,Middle Africa,17.0,1.0,2015,0,male
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,2015,1610,male
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,2015,5,male
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,2015,344882,male
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,2015,52009,male
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,2015,172288,male
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,2015,622,male
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,2015,22526,male
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,2015,1953,male
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,2015,4903,male
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,2015,27873,male
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,2015,9430,male
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,2015,519165,male
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,2015,9413,male
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,2015,8941,male
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,2015,13309,male
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,2015,39908,male
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,2015,9,male
Central America,-86.0,15.0,Northern Africa,18.0,28.0,2015,551,male
South America,-60.0,-10.0,Northern Africa,18.0,28.0,2015,357,male
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,2015,12837,male
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,2015,747,male
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,2015,809202,male
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,2015,105001,male
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,2015,5768,male
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,2015,164699,male
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,2015,41610,male
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,2015,14,male
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,2015,13134,male
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,2015,2323,male
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,2015,55215,male
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,2015,7082,male
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,2015,13075,male
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,2015,39999,male
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,2015,27370,male
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,2015,28249,male
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,2015,1491,male
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,2015,265,male
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,2015,3694,male
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,2015,7396,male
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,2015,4524,male
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,2015,3310,male
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,2015,60858,male
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,2015,31268,male
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,2015,1282,male
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,2015,3364864,male
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,2015,1054,male
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,2015,5052,male
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,2015,683,male
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,2015,2307,male
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,2015,6962,male
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,2015,701,male
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,2015,1272,male
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,2015,4060,male
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,2015,12450,male
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,2015,5044,male
Central America,-86.0,15.0,Western Africa,-2.0,16.0,2015,249,male
South America,-60.0,-10.0,Western Africa,-2.0,16.0,2015,3283,male
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,2015,2897,male
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,2015,1008,male
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,2015,12,male
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,2015,0,male
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,2015,58,male
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,2015,0,male
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,2015,11,male
Central Asia,63.0,48.0,Central Asia,63.0,48.0,2015,238907,male
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,2015,50756,male
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,2015,80,male
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,2015,7666,male
Western Asia,40.0,33.0,Central Asia,63.0,48.0,2015,87138,male
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,2015,2027526,male
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,2015,5591,male
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,2015,0,male
Western Europe,2.0,48.0,Central Asia,63.0,48.0,2015,5406,male
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,2015,11,male
Central America,-86.0,15.0,Central Asia,63.0,48.0,2015,0,male
South America,-60.0,-10.0,Central Asia,63.0,48.0,2015,0,male
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,2015,173,male
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,2015,52,male
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,2015,0,male
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,2015,0,male
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,2015,780,male
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,2015,510,male
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,2015,2875,male
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,2015,33304,male
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,2015,2370204,male
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,2015,715422,male
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,2015,106551,male
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,2015,103,male
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,2015,7659,male
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,2015,27709,male
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,2015,4577,male
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,2015,15323,male
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,2015,0,male
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,2015,956,male
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,2015,151396,male
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,2015,113170,male
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,2015,18695,male
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,2015,966,male
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,2015,588,male
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,2015,1999,male
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,2015,404,male
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,2015,279,male
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,2015,0,male
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,2015,423230,male
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,2015,3512267,male
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,2015,941399,male
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,2015,12721,male
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,2015,314,male
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,2015,31877,male
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,2015,2441,male
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,2015,13295,male
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,2015,75,male
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,2015,139,male
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,2015,696,male
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,2015,46631,male
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,2015,23745,male
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,2015,20767,male
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,2015,0,male
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,2015,145,male
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,2015,104,male
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,2015,570,male
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,2015,8260,male
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,2015,162646,male
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,2015,445693,male
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,2015,5843905,male
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,2015,97775,male
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,2015,642,male
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,2015,32343,male
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,2015,2790,male
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,2015,3191,male
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,2015,16,male
Central America,-86.0,15.0,Southern Asia,78.0,23.0,2015,0,male
South America,-60.0,-10.0,Southern Asia,78.0,23.0,2015,8057,male
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,2015,45453,male
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,2015,2757,male
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,2015,343901,male
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,2015,5286,male
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,2015,2239950,male
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,2015,7719,male
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,2015,17971,male
Central Asia,63.0,48.0,Western Asia,40.0,33.0,2015,42033,male
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,2015,8647,male
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,2015,2270706,male
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,2015,12176428,male
Western Asia,40.0,33.0,Western Asia,40.0,33.0,2015,6759782,male
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,2015,443959,male
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,2015,80590,male
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,2015,129814,male
Western Europe,2.0,48.0,Western Asia,40.0,33.0,2015,195817,male
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,2015,110,male
Central America,-86.0,15.0,Western Asia,40.0,33.0,2015,1397,male
South America,-60.0,-10.0,Western Asia,40.0,33.0,2015,29727,male
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,2015,72208,male
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,2015,4412,male
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,2015,3107,male
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,2015,2363,male
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,2015,12232,male
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,2015,1092,male
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,2015,4979,male
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,2015,2736063,male
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,2015,75450,male
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,2015,50189,male
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,2015,40251,male
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,2015,1182214,male
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,2015,4538845,male
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,2015,209710,male
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,2015,116348,male
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,2015,193211,male
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,2015,2770,male
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,2015,1281,male
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,2015,5074,male
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,2015,25692,male
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,2015,2697,male
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,2015,401802,male
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,2015,30181,male
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,2015,99131,male
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,2015,106651,male
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,2015,206168,male
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,2015,16952,male
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,2015,212196,male
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,2015,203092,male
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,2015,1178696,male
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,2015,474589,male
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,2015,1120800,male
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,2015,881994,male
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,2015,391505,male
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,2015,387310,male
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,2015,110896,male
Central America,-86.0,15.0,Northern Europe,15.0,60.0,2015,12589,male
South America,-60.0,-10.0,Northern Europe,15.0,60.0,2015,111321,male
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,2015,189294,male
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,2015,115607,male
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,2015,79017,male
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,2015,106694,male
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,2015,868197,male
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,2015,12494,male
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,2015,347448,male
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,2015,19145,male
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,2015,189951,male
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,2015,84956,male
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,2015,424565,male
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,2015,143916,male
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,2015,1243506,male
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,2015,266979,male
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,2015,1533347,male
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,2015,718197,male
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,2015,143405,male
Central America,-86.0,15.0,Southern Europe,15.0,41.0,2015,55924,male
South America,-60.0,-10.0,Southern Europe,15.0,41.0,2015,1055926,male
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,2015,84295,male
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,2015,27492,male
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,2015,217964,male
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,2015,221144,male
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,2015,1912097,male
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,2015,22519,male
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,2015,362015,male
Central Asia,63.0,48.0,Western Europe,2.0,48.0,2015,479317,male
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,2015,184867,male
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,2015,309097,male
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,2015,473116,male
Western Asia,40.0,33.0,Western Europe,2.0,48.0,2015,1584817,male
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,2015,2305642,male
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,2015,319870,male
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,2015,2209031,male
Western Europe,2.0,48.0,Western Europe,2.0,48.0,2015,1243855,male
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,2015,65226,male
Central America,-86.0,15.0,Western Europe,2.0,48.0,2015,26848,male
South America,-60.0,-10.0,Western Europe,2.0,48.0,2015,277851,male
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,2015,162948,male
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,2015,26147,male
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,2015,293,male
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,2015,118,male
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,2015,178,male
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,2015,117,male
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,2015,635,male
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,2015,5,male
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,2015,5787,male
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,2015,2630,male
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,2015,4253,male
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,2015,1308,male
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,2015,765,male
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,2015,10400,male
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,2015,12196,male
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,2015,61642,male
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,2015,475462,male
Central America,-86.0,15.0,Caribbean,-75.0,18.0,2015,7202,male
South America,-60.0,-10.0,Caribbean,-75.0,18.0,2015,42439,male
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,2015,116970,male
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,2015,262,male
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,2015,115,male
Middle Africa,17.0,1.0,Central America,-86.0,15.0,2015,161,male
Northern Africa,18.0,28.0,Central America,-86.0,15.0,2015,590,male
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,2015,163,male
Western Africa,-2.0,16.0,Central America,-86.0,15.0,2015,311,male
Central Asia,63.0,48.0,Central America,-86.0,15.0,2015,0,male
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,2015,26323,male
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,2015,2529,male
Southern Asia,78.0,23.0,Central America,-86.0,15.0,2015,5281,male
Western Asia,40.0,33.0,Central America,-86.0,15.0,2015,4307,male
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,2015,3717,male
Northern Europe,15.0,60.0,Central America,-86.0,15.0,2015,5671,male
Southern Europe,15.0,41.0,Central America,-86.0,15.0,2015,26286,male
Western Europe,2.0,48.0,Central America,-86.0,15.0,2015,17785,male
Caribbean,-75.0,18.0,Central America,-86.0,15.0,2015,20501,male
Central America,-86.0,15.0,Central America,-86.0,15.0,2015,291970,male
South America,-60.0,-10.0,Central America,-86.0,15.0,2015,94932,male
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,2015,402671,male
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,2015,609,male
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,2015,1259,male
Middle Africa,17.0,1.0,South America,-60.0,-10.0,2015,5798,male
Northern Africa,18.0,28.0,South America,-60.0,-10.0,2015,4097,male
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,2015,1633,male
Western Africa,-2.0,16.0,South America,-60.0,-10.0,2015,8551,male
Central Asia,63.0,48.0,South America,-60.0,-10.0,2015,31,male
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,2015,103683,male
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,2015,2391,male
Southern Asia,78.0,23.0,South America,-60.0,-10.0,2015,3510,male
Western Asia,40.0,33.0,South America,-60.0,-10.0,2015,34059,male
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,2015,19485,male
Northern Europe,15.0,60.0,South America,-60.0,-10.0,2015,14965,male
Southern Europe,15.0,41.0,South America,-60.0,-10.0,2015,401966,male
Western Europe,2.0,48.0,South America,-60.0,-10.0,2015,88244,male
Caribbean,-75.0,18.0,South America,-60.0,-10.0,2015,59932,male
Central America,-86.0,15.0,South America,-60.0,-10.0,2015,28267,male
South America,-60.0,-10.0,South America,-60.0,-10.0,2015,2020277,male
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,2015,74882,male
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,2015,1942,male
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,2015,410331,male
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,2015,72521,male
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,2015,347860,male
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,2015,71955,male
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,2015,426132,male
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,2015,61589,male
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,2015,2560216,male
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,2015,2221871,male
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,2015,2515355,male
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,2015,862072,male
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,2015,1047894,male
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,2015,755674,male
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,2015,816647,male
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,2015,664620,male
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,2015,2912168,male
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,2015,8002375,male
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,2015,1470186,male
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,2015,390661,male
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,2015,119955,male
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,2015,81035,male
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,2015,3607,male
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,2015,39669,male
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,2015,118147,male
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,2015,13648,male
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,2015,1820,male
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,2015,418304,male
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,2015,477150,male
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,2015,511227,male
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,2015,159370,male
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,2015,79659,male
Northern Europe,15.0,60.0,OCEANIA,140.0,-25.0,2015,825777,male
