origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,2015,7645
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,2015,24361
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,2015,9412
Central America,-86.0,15.0,Western Africa,-2.0,16.0,2015,430
South America,-60.0,-10.0,Western Africa,-2.0,16.0,2015,5977
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,2015,5356
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,2015,1852
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,2015,23
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,2015,0
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,2015,129
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,2015,0
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,2015,22
Central Asia,63.0,48.0,Central Asia,63.0,48.0,2015,470242
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,2015,98162
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,2015,130
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,2015,16447
Western Asia,40.0,33.0,Central Asia,63.0,48.0,2015,161964
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,2015,4277544
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,2015,11296
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,2015,0
Western Europe,2.0,48.0,Central Asia,63.0,48.0,2015,11766
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,2015,22
Central America,-86.0,15.0,Central Asia,63.0,48.0,2015,0
South America,-60.0,-10.0,Central Asia,63.0,48.0,2015,0
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,2015,323
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,2015,109
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,2015,0
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,2015,0
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,2015,1747
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,2015,1212
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,2015,5695
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,2015,45633
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,2015,5070782
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,2015,1569277
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,2015,186270
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,2015,222
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,2015,18288
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,2015,49580
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,2015,9634
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,2015,29764
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,2015,0
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,2015,2141
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,2015,289953
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,2015,183412
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,2015,33770
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,2015,1700
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,2015,653
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,2015,3565
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,2015,813
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,2015,376
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,2015,0
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,2015,868560
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,2015,6781878
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,2015,1649043
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,2015,21890
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,2015,486
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,2015,56022
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,2015,4790
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,2015,20544
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,2015,143
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,2015,218
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,2015,1324
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,2015,86015
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,2015,43249
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,2015,58660
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,2015,0
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,2015,207
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,2015,260
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,2015,966
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,2015,18589
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,2015,314254
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,2015,867564
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,2015,11559506
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,2015,184290
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,2015,1483
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,2015,61262
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,2015,5787
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,2015,6149
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,2015,37
Central America,-86.0,15.0,Southern Asia,78.0,23.0,2015,0
South America,-60.0,-10.0,Southern Asia,78.0,23.0,2015,14919
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,2015,86865
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,2015,5658
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,2015,590948
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,2015,7977
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,2015,3448481
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,2015,16924
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,2015,25949
Central Asia,63.0,48.0,Western Asia,40.0,33.0,2015,90728
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,2015,25561
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,2015,3597730
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,2015,15897556
Western Asia,40.0,33.0,Western Asia,40.0,33.0,2015,12158238
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,2015,1137669
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,2015,157242
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,2015,248815
Western Europe,2.0,48.0,Western Asia,40.0,33.0,2015,465614
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,2015,247
Central America,-86.0,15.0,Western Asia,40.0,33.0,2015,2903
South America,-60.0,-10.0,Western Asia,40.0,33.0,2015,64891
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,2015,140189
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,2015,9645
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,2015,4638
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,2015,3228
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,2015,16475
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,2015,1927
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,2015,6789
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,2015,5596606
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,2015,138542
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,2015,88177
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,2015,54676
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,2015,2100238
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,2015,10256237
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,2015,453951
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,2015,206512
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,2015,376359
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,2015,4564
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,2015,2207
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,2015,8808
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,2015,48302
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,2015,4897
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,2015,872893
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,2015,63560
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,2015,168395
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,2015,229140
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,2015,409010
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,2015,38968
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,2015,491231
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,2015,558781
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,2015,2208733
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,2015,857637
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,2015,2403221
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,2015,1885586
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,2015,788876
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,2015,829519
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,2015,265394
Central America,-86.0,15.0,Northern Europe,15.0,60.0,2015,28321
South America,-60.0,-10.0,Northern Europe,15.0,60.0,2015,247865
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,2015,404292
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,2015,229633
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,2015,170661
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,2015,235980
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,2015,1501684
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,2015,27982
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,2015,536911
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,2015,49456
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,2015,399600
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,2015,228787
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,2015,631713
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,2015,311009
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,2015,3132684
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,2015,570343
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,2015,3163927
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,2015,1566312
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,2015,372394
Central America,-86.0,15.0,Southern Europe,15.0,41.0,2015,165953
South America,-60.0,-10.0,Southern Europe,15.0,41.0,2015,2459140
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,2015,187739
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,2015,60322
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,2015,496877
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,2015,482990
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,2015,3587755
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,2015,49337
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,2015,670374
Central Asia,63.0,48.0,Western Europe,2.0,48.0,2015,982036
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,2015,459009
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,2015,807247
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,2015,840172
Western Asia,40.0,33.0,Western Europe,2.0,48.0,2015,2954939
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,2015,5111104
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,2015,667479
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,2015,4322241
Western Europe,2.0,48.0,Western Europe,2.0,48.0,2015,2683893
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,2015,171273
Central America,-86.0,15.0,Western Europe,2.0,48.0,2015,68273
South America,-60.0,-10.0,Western Europe,2.0,48.0,2015,693379
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,2015,332072
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,2015,53390
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,2015,1052
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,2015,205
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,2015,380
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,2015,228
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,2015,1081
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,2015,10
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,2015,10200
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,2015,5143
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,2015,6499
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,2015,2322
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,2015,1992
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,2015,20690
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,2015,19796
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,2015,133508
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,2015,832854
Central America,-86.0,15.0,Caribbean,-75.0,18.0,2015,15379
South America,-60.0,-10.0,Caribbean,-75.0,18.0,2015,92380
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,2015,244398
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,2015,497
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,2015,219
Middle Africa,17.0,1.0,Central America,-86.0,15.0,2015,252
Northern Africa,18.0,28.0,Central America,-86.0,15.0,2015,926
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,2015,306
Western Africa,-2.0,16.0,Central America,-86.0,15.0,2015,505
Central Asia,63.0,48.0,Central America,-86.0,15.0,2015,6
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,2015,46212
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,2015,3423
Southern Asia,78.0,23.0,Central America,-86.0,15.0,2015,8083
Western Asia,40.0,33.0,Central America,-86.0,15.0,2015,6838
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,2015,7989
Northern Europe,15.0,60.0,Central America,-86.0,15.0,2015,9887
Southern Europe,15.0,41.0,Central America,-86.0,15.0,2015,43445
Western Europe,2.0,48.0,Central America,-86.0,15.0,2015,31505
Caribbean,-75.0,18.0,Central America,-86.0,15.0,2015,41860
Central America,-86.0,15.0,Central America,-86.0,15.0,2015,620056
South America,-60.0,-10.0,Central America,-86.0,15.0,2015,197697
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,2015,798522
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,2015,1075
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,2015,2758
Middle Africa,17.0,1.0,South America,-60.0,-10.0,2015,10405
Northern Africa,18.0,28.0,South America,-60.0,-10.0,2015,7428
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,2015,2369
Western Africa,-2.0,16.0,South America,-60.0,-10.0,2015,11419
Central Asia,63.0,48.0,South America,-60.0,-10.0,2015,131
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,2015,187186
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,2015,4976
Southern Asia,78.0,23.0,South America,-60.0,-10.0,2015,5122
Western Asia,40.0,33.0,South America,-60.0,-10.0,2015,55656
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,2015,42898
Northern Europe,15.0,60.0,South America,-60.0,-10.0,2015,27004
Southern Europe,15.0,41.0,South America,-60.0,-10.0,2015,792507
Western Europe,2.0,48.0,South America,-60.0,-10.0,2015,160494
Caribbean,-75.0,18.0,South America,-60.0,-10.0,2015,118757
Central America,-86.0,15.0,South America,-60.0,-10.0,2015,56300
South America,-60.0,-10.0,South America,-60.0,-10.0,2015,4191443
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,2015,139213
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,2015,3151
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,2015,846463
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,2015,142131
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,2015,689458
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,2015,148023
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,2015,837504
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,2015,126795
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,2015,5344541
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,2015,5162426
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,2015,4894791
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,2015,1744985
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,2015,2205201
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,2015,1600179
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,2015,1741818
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,2015,1379051
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,2015,6303743
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,2015,15308301
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,2015,3368285
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,2015,1100000
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,2015,280255
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,2015,161591
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,2015,7040
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,2015,75394
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,2015,237076
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,2015,24661
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,2015,4510
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,2015,917391
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,2015,1067141
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,2015,939252
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,2015,303729
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,2015,177003
Northern Europe,15.0,60.0,OCEANIA,140.0,-25.0,2015,1624755
Southern Europe,15.0,41.0,OCEANIA,140.0,-25.0,2015,597250
Western Europe,2.0,48.0,OCEANIA,140.0,-25.0,2015,386926
Caribbean,-75.0,18.0,OCEANIA,140.0,-25.0,2015,10930
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,2015,19290
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,2015,134428
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,2015,216252
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,2015,1013250
Eastern Africa,39.0,-6.5,Eastern Africa,39.0,-6.5,2020,4989040
Middle Africa,17.0,1.0,Eastern Africa,39.0,-6.5,2020,1251025
Northern Africa,18.0,28.0,Eastern Africa,39.0,-6.5,2020,708035
Southern Africa,24.0,-29.0,Eastern Africa,39.0,-6.5,2020,66040
Western Africa,-2.0,16.0,Eastern Africa,39.0,-6.5,2020,17483
Central Asia,63.0,48.0,Eastern Africa,39.0,-6.5,2020,0
Eastern Asia,116.0,39.0,Eastern Africa,39.0,-6.5,2020,7979
South-Eastern Asia,108.0,4.0,Eastern Africa,39.0,-6.5,2020,1163
Southern Asia,78.0,23.0,Eastern Africa,39.0,-6.5,2020,52982
Western Asia,40.0,33.0,Eastern Africa,39.0,-6.5,2020,20660
Eastern Europe,30.0,50.0,Eastern Africa,39.0,-6.5,2020,405
Northern Europe,15.0,60.0,Eastern Africa,39.0,-6.5,2020,18334
Southern Europe,15.0,41.0,Eastern Africa,39.0,-6.5,2020,5796
Western Europe,2.0,48.0,Eastern Africa,39.0,-6.5,2020,117627
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,2020,57
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,2020,0
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,2020,0
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,2020,3935
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,2020,373
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,2020,436882
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,2020,1570589
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,2020,401250
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,2020,7249
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,2020,541785
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,2020,0
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,2020,1641
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,2020,0
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,2020,0
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,2020,3722
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,2020,2701
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,2020,318
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,2020,9287
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,2020,50500
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,2020,531
Central America,-86.0,15.0,Middle Africa,17.0,1.0,2020,0
South America,-60.0,-10.0,Middle Africa,17.0,1.0,2020,0
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,2020,2938
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,2020,10
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,2020,1379123
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,2020,144667
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,2020,354273
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,2020,1180
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,2020,44777
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,2020,4512
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,2020,8993
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,2020,41271
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,2020,14793
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,2020,903769
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,2020,21115
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,2020,16975
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,2020,27273
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,2020,85229
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,2020,29
Central America,-86.0,15.0,Northern Africa,18.0,28.0,2020,1038
South America,-60.0,-10.0,Northern Africa,18.0,28.0,2020,778
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,2020,23989
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,2020,1361
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,2020,1433038
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,2020,187553
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,2020,12321
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,2020,360129
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,2020,54455
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,2020,42
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,2020,21637
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,2020,7449
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,2020,70109
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,2020,15988
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,2020,31512
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,2020,93943
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,2020,62236
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,2020,67284
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,2020,3442
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,2020,647
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,2020,9685
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,2020,17196
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,2020,10823
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,2020,6606
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,2020,146642
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,2020,63345
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,2020,2079
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,2020,6737999
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,2020,2146
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,2020,9952
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,2020,1573
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,2020,3411
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,2020,13839
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,2020,1512
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,2020,2571
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,2020,8028
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,2020,25809
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,2020,9655
Central America,-86.0,15.0,Western Africa,-2.0,16.0,2020,404
South America,-60.0,-10.0,Western Africa,-2.0,16.0,2020,6258
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,2020,5505
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,2020,1916
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,2020,21
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,2020,0
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,2020,128
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,2020,0
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,2020,20
Central Asia,63.0,48.0,Central Asia,63.0,48.0,2020,484776
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,2020,103107
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,2020,123
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,2020,16439
Western Asia,40.0,33.0,Central Asia,63.0,48.0,2020,166980
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,2020,4411336
