origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,2000,266
Central America,-86.0,15.0,Middle Africa,17.0,1.0,2000,0
South America,-60.0,-10.0,Middle Africa,17.0,1.0,2000,0
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,2000,1629
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,2000,16
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,2000,723706
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,2000,106674
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,2000,276079
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,2000,836
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,2000,39825
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,2000,1955
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,2000,6987
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,2000,29521
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,2000,11451
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,2000,520708
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,2000,15172
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,2000,12036
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,2000,18803
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,2000,46246
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,2000,24
Central America,-86.0,15.0,Northern Africa,18.0,28.0,2000,730
South America,-60.0,-10.0,Northern Africa,18.0,28.0,2000,564
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,2000,16833
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,2000,963
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,2000,508352
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,2000,91744
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,2000,5084
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,2000,250697
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,2000,14714
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,2000,0
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,2000,17884
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,2000,3000
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,2000,28528
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,2000,5882
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,2000,11957
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,2000,137616
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,2000,38058
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,2000,57391
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,2000,2348
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,2000,229
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,2000,3975
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,2000,11536
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,2000,5325
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,2000,2212
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,2000,43665
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,2000,16353
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,2000,247
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,2000,4833494
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,2000,0
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,2000,1497
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,2000,40
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,2000,1702
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,2000,10280
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,2000,1151
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,2000,3944
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,2000,3271
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,2000,20055
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,2000,229
Central America,-86.0,15.0,Western Africa,-2.0,16.0,2000,6
South America,-60.0,-10.0,Western Africa,-2.0,16.0,2000,1080
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,2000,7025
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,2000,19
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,2000,27
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,2000,0
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,2000,138
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,2000,0
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,2000,26
Central Asia,63.0,48.0,Central Asia,63.0,48.0,2000,423916
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,2000,72858
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,2000,205
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,2000,22734
Western Asia,40.0,33.0,Central Asia,63.0,48.0,2000,146848
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,2000,4206342
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,2000,12942
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,2000,0
Western Europe,2.0,48.0,Central Asia,63.0,48.0,2000,16303
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,2000,26
Central America,-86.0,15.0,Central Asia,63.0,48.0,2000,0
South America,-60.0,-10.0,Central Asia,63.0,48.0,2000,0
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,2000,345
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,2000,117
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,2000,0
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,2000,0
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,2000,1103
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,2000,442
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,2000,3746
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,2000,6156
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,2000,3355873
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,2000,882386
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,2000,93572
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,2000,133
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,2000,12998
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,2000,39986
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,2000,5851
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,2000,20298
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,2000,0
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,2000,1740
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,2000,333570
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,2000,125708
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,2000,26005
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,2000,528
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,2000,3082
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,2000,5667
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,2000,852
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,2000,346
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,2000,0
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,2000,641051
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,2000,3454008
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,2000,432764
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,2000,16838
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,2000,493
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,2000,56436
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,2000,3151
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,2000,11777
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,2000,222
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,2000,410
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,2000,6803
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,2000,54181
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,2000,23218
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,2000,4982
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,2000,0
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,2000,73
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,2000,64
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,2000,790
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,2000,38215
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,2000,250409
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,2000,715035
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,2000,13337621
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,2000,261590
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,2000,1685
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,2000,39372
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,2000,1878
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,2000,4775
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,2000,8
Central America,-86.0,15.0,Southern Asia,78.0,23.0,2000,0
South America,-60.0,-10.0,Southern Asia,78.0,23.0,2000,10221
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,2000,37370
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,2000,1289
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,2000,232013
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,2000,9704
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,2000,1883459
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,2000,12789
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,2000,4795
Central Asia,63.0,48.0,Western Asia,40.0,33.0,2000,97846
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,2000,22778
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,2000,1613525
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,2000,5843682
Western Asia,40.0,33.0,Western Asia,40.0,33.0,2000,5194390
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,2000,1256040
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,2000,120847
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,2000,225617
Western Europe,2.0,48.0,Western Asia,40.0,33.0,2000,408862
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,2000,206
Central America,-86.0,15.0,Western Asia,40.0,33.0,2000,2169
South America,-60.0,-10.0,Western Asia,40.0,33.0,2000,52220
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,2000,106461
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,2000,7416
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,2000,3499
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,2000,2150
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,2000,11203
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,2000,1254
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,2000,4720
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,2000,5219532
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,2000,119048
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,2000,54288
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,2000,39234
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,2000,2272936
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,2000,11280907
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,2000,465396
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,2000,79377
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,2000,369761
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,2000,3858
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,2000,1032
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,2000,7272
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,2000,29251
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,2000,4215
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,2000,456553
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,2000,26709
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,2000,99296
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,2000,150075
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,2000,196182
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,2000,33388
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,2000,326327
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,2000,276163
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,2000,1207861
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,2000,451461
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,2000,1090507
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,2000,1426435
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,2000,446082
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,2000,601177
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,2000,244318
Central America,-86.0,15.0,Northern Europe,15.0,60.0,2000,16753
South America,-60.0,-10.0,Northern Europe,15.0,60.0,2000,149566
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,2000,310927
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,2000,179736
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,2000,124826
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,2000,222195
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,2000,758803
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,2000,19932
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,2000,244766
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,2000,32855
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,2000,103723
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,2000,125564
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,2000,195490
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,2000,262119
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,2000,491125
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,2000,252073
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,2000,2816043
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,2000,938381
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,2000,117839
Central America,-86.0,15.0,Southern Europe,15.0,41.0,2000,44113
South America,-60.0,-10.0,Southern Europe,15.0,41.0,2000,556548
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,2000,121511
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,2000,39230
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,2000,231601
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,2000,265175
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,2000,2540323
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,2000,29362
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,2000,408565
Central Asia,63.0,48.0,Western Europe,2.0,48.0,2000,562220
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,2000,283734
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,2000,697431
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,2000,578548
Western Asia,40.0,33.0,Western Europe,2.0,48.0,2000,2699641
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,2000,3236221
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,2000,548446
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,2000,5507896
Western Europe,2.0,48.0,Western Europe,2.0,48.0,2000,2041136
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,2000,75744
Central America,-86.0,15.0,Western Europe,2.0,48.0,2000,40458
South America,-60.0,-10.0,Western Europe,2.0,48.0,2000,442480
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,2000,274254
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,2000,36667
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,2000,880
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,2000,121
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,2000,387
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,2000,469
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,2000,750
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,2000,4
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,2000,10669
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,2000,2122
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,2000,4132
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,2000,2899
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,2000,5418
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,2000,21383
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,2000,32202
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,2000,115203
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,2000,540565
Central America,-86.0,15.0,Caribbean,-75.0,18.0,2000,18786
South America,-60.0,-10.0,Caribbean,-75.0,18.0,2000,88463
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,2000,300243
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,2000,407
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,2000,123
Middle Africa,17.0,1.0,Central America,-86.0,15.0,2000,121
Northern Africa,18.0,28.0,Central America,-86.0,15.0,2000,752
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,2000,179
Western Africa,-2.0,16.0,Central America,-86.0,15.0,2000,250
Central Asia,63.0,48.0,Central America,-86.0,15.0,2000,5
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,2000,28960
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,2000,1667
Southern Asia,78.0,23.0,Central America,-86.0,15.0,2000,3689
Western Asia,40.0,33.0,Central America,-86.0,15.0,2000,6586
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,2000,7237
Northern Europe,15.0,60.0,Central America,-86.0,15.0,2000,7705
Southern Europe,15.0,41.0,Central America,-86.0,15.0,2000,37638
Western Europe,2.0,48.0,Central America,-86.0,15.0,2000,23475
Caribbean,-75.0,18.0,Central America,-86.0,15.0,2000,29325
Central America,-86.0,15.0,Central America,-86.0,15.0,2000,450936
South America,-60.0,-10.0,Central America,-86.0,15.0,2000,88535
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,2000,403790
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,2000,733
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,2000,2003
Middle Africa,17.0,1.0,South America,-60.0,-10.0,2000,6685
Northern Africa,18.0,28.0,South America,-60.0,-10.0,2000,6600
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,2000,470
Western Africa,-2.0,16.0,South America,-60.0,-10.0,2000,495
Central Asia,63.0,48.0,South America,-60.0,-10.0,2000,11
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,2000,138814
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,2000,2698
Southern Asia,78.0,23.0,South America,-60.0,-10.0,2000,2485
Western Asia,40.0,33.0,South America,-60.0,-10.0,2000,54192
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,2000,67072
Northern Europe,15.0,60.0,South America,-60.0,-10.0,2000,19639
Southern Europe,15.0,41.0,South America,-60.0,-10.0,2000,933593
Western Europe,2.0,48.0,South America,-60.0,-10.0,2000,125822
Caribbean,-75.0,18.0,South America,-60.0,-10.0,2000,69258
Central America,-86.0,15.0,South America,-60.0,-10.0,2000,42031
South America,-60.0,-10.0,South America,-60.0,-10.0,2000,2449677
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,2000,92364
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,2000,2260
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,2000,321325
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,2000,37821
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,2000,293321
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,2000,102944
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,2000,360553
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,2000,45192
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,2000,3571824
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,2000,3597824
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,2000,2362812
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,2000,889014
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,2000,1960993
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,2000,1778953
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,2000,1831101
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,2000,1555947
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,2000,4876326
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,2000,11595540
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,2000,2172951
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,2000,1113881
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,2000,217378
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,2000,65517
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,2000,1000
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,2000,50023
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,2000,107439
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,2000,4881
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,2000,1050
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,2000,388540
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,2000,631547
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,2000,241798
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,2000,197267
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,2000,173517
Northern Europe,15.0,60.0,OCEANIA,140.0,-25.0,2000,1450051
Southern Europe,15.0,41.0,OCEANIA,140.0,-25.0,2000,658366
Western Europe,2.0,48.0,OCEANIA,140.0,-25.0,2000,352200
Caribbean,-75.0,18.0,OCEANIA,140.0,-25.0,2000,5875
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,2000,13770
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,2000,69585
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,2000,139466
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,2000,701708
Eastern Africa,39.0,-6.5,Eastern Africa,39.0,-6.5,2005,2888629
Middle Africa,17.0,1.0,Eastern Africa,39.0,-6.5,2005,788326
Northern Africa,18.0,28.0,Eastern Africa,39.0,-6.5,2005,488605
Southern Africa,24.0,-29.0,Eastern Africa,39.0,-6.5,2005,59456
Western Africa,-2.0,16.0,Eastern Africa,39.0,-6.5,2005,10745
Central Asia,63.0,48.0,Eastern Africa,39.0,-6.5,2005,0
Eastern Asia,116.0,39.0,Eastern Africa,39.0,-6.5,2005,8522
South-Eastern Asia,108.0,4.0,Eastern Africa,39.0,-6.5,2005,1080
Southern Asia,78.0,23.0,Eastern Africa,39.0,-6.5,2005,37089
Western Asia,40.0,33.0,Eastern Africa,39.0,-6.5,2005,313
Eastern Europe,30.0,50.0,Eastern Africa,39.0,-6.5,2005,365
Northern Europe,15.0,60.0,Eastern Africa,39.0,-6.5,2005,25013
Southern Europe,15.0,41.0,Eastern Africa,39.0,-6.5,2005,4862
Western Europe,2.0,48.0,Eastern Africa,39.0,-6.5,2005,95923
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,2005,52
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,2005,0
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,2005,0
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,2005,3475
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,2005,196
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,2005,214925
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,2005,894777
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,2005,288839
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,2005,4912
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,2005,293417
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,2005,0
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,2005,705
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,2005,0
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,2005,0
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,2005,1820
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,2005,976
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,2005,287
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,2005,9012
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,2005,32984
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,2005,169
Central America,-86.0,15.0,Middle Africa,17.0,1.0,2005,0
South America,-60.0,-10.0,Middle Africa,17.0,1.0,2005,0
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,2005,2398
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,2005,13
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,2005,460314
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,2005,118689
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,2005,261794
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,2005,953
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,2005,43038
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,2005,2195
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,2005,7817
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,2005,32341
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,2005,12603
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,2005,603982
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,2005,17066
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,2005,13263
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,2005,20501
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,2005,49945
